Name,Website,RawText
Avataq Cultural Institute,http://www.avataq.qc.ca/,"Avataq Cultural Institute
360 - 4150 SAINTE-CATHERINE OUEST
WESTMOUNT, Quebec H3Z 2Y5
Canada
http://www.avataq.qc.ca/
(514) 989-9031

Notes/Details
Category : Cultural history: Indigenous

Read More"
"Avon River Heritage Society Museum, The",http://www.avonriverheritage.com/,"Avon River Heritage Society Museum, The
17 BELMONT ROAD
NEWPORT LANDING, Nova Scotia B0N 2A0
Canada
http://www.avonriverheritage.com/
(902) 757-1718

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Avonlea & District Museum,https://avonleamuseum.ca/,"Avonlea & District Museum
219 RAILWAY AVENUE
AVONLEA, Saskatchewan S0H 0C0
Canada
https://avonleamuseum.ca/
(306) 868-2101

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Axe Néo - 7,https://axeneo7.com/,"Axe Néo - 7
80 RUE HANSON
GATINEAU, Quebec J8Y 3M5
Canada
https://axeneo7.com/
(819) 771-2122

Notes/Details
Category : Art gallery

Read More"
Aylmer-Malahide Museum & Archives,https://aylmermuseum.ca/,"Aylmer-Malahide Museum & Archives
14 EAST STREET
AYLMER, Ontario N5H 1W2
Canada
https://aylmermuseum.ca/
(519) 773-9723

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More"
B.J. Hales Museum of Natural History,https://www.canada-travel.ca/manitoba/brandon/the-bj-hales-museum-_861,"B.J. Hales Museum of Natural History
270 18TH STREET
BRANDON, Manitoba R7A 6A9
Canada
https://www.canada-travel.ca/manitoba/brandon/the-bj-hales-museum-_861
(204) 727-7307

Notes/Details
Category :

Read More"
Baccalieu Trail Heritage Corp.,http://www.baccalieudigs.ca/,"Baccalieu Trail Heritage Corp.
4 PIKES LANE
CARBONEAR, Newfoundland & Labrador A1Y 1A7
Canada
http://www.baccalieudigs.ca/
(709) 596-1906

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Backus Mill Heritage and Conservation Centre,http://www.lprca.on.ca/pages/1357922890/Backus-Heritage,"Backus Mill Heritage and Conservation Centre
1267 SECOND CONCESSION ROAD
PORT ROWAN, Ontario N0E 1M0
Canada
http://www.lprca.on.ca/pages/1357922890/Backus-Heritage
(519) 586-2201

Notes/Details
Category :

Read More"
Backus-Page House Museum (Tyrconnell Heritage Society),https://backuspagehouse.ca/,"Backus-Page House Museum (Tyrconnell Heritage Society)
29424 LAKEVIEW LINE
WALLACETOWN, Ontario N0L 2M0
Canada
https://backuspagehouse.ca/
(519) 762-3072

Notes/Details
Category : Cultural history: Historic House

Read More"
Badger Creek Museum,http://www.mhs.mb.ca/docs/sites/cartwrightheritagepark.shtml,"Badger Creek Museum
350 BROADWAY AVENUE
CARTWRIGHT, Manitoba R0K 0L0
Canada
http://www.mhs.mb.ca/docs/sites/cartwrightheritagepark.shtml
(204) 529-2363

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Baie Verte Peninsula Miner's Museum,http://manl.nf.ca/index.php/component/mtree/baie-verte-miners-museum.html?Itemi," 

Baie Verte Peninsula Miner's Museum
319 HIGHWAY 410
BAIE VERTE, Newfoundland & Labrador A1K 1B0
Canada
http://manl.nf.ca/index.php/component/mtree/baie-verte-miners-museum.html?Itemi
(709) 532-8090

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More
Ball's Falls Heritage Conservation Area
3292 6TH AVENUE
LINCOLN, Ontario L0R 1S0
Canada
https://npca.ca/parks/balls-falls
(905) 562-5235 

Notes/Details
Category :

Read More
Balmoral Grist Mill Museum
544 PETER MACDONALD ROAD
TATAMAGOUCHE, Nova Scotia B0K 1V0
Canada
https://balmoralgristmill.novascotia.ca/
(902) 657-3016

Notes/Details
Category : Cultural history: Transportation/Industry

Read More
Bamberton Historical Society
2851 CHURCH WAY
MILL BAY, British Columbia V0R 2P2
Canada
https://bambertonhistoricalsociety.org/
(250) 743-0144

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More
Bamfield Community School Association
240 NUTHATCH ROAD
BAMFIELD, British Columbia V0R 1B0
Canada
https://bamfieldcommunity.ca/
(250) 728-1220

Notes/Details
Category : Library and/or Archive

Read More
Bancroft North Hastings Heritage Museum
28 C STATION STREET
BANCROFT, Ontario K0L 1C0
Canada
https://www.facebook.com/bnhhmuseum/
(613) 332-1884

Notes/Details
Category : Cultural history: Community/Regional

Read More
Banff Park Museum National Historic Site of Canada
91 BANFF AVENUE
BANFF, British Columbia T1L 1K2
Canada
https://www.pc.gc.ca/en/lhn-nhs/ab/banff
(403) 762-1558

Notes/Details
Category :

Read More
Bank of Canada Museum
30 BANK STREET
OTTAWA, Ontario K1A 0G9
Canada
https://www.bankofcanadamuseum.ca/
(613) 782-8914

Notes/Details
Category : Cultural history: Transportation/Industry

Read More
Bank of Montreal Museum
129 ST. JACQUES STREET
MONTRÉAL, Quebec H2Y 1L6
Canada
https://www.musees.qc.ca/fr/musees/guide/musee-de-la-banque-de-montreal
(514) 877-6810

Notes/Details
Category : Cultural history

Read More
Banting Historical Trust Inc.
ROUTE 330
MUSGRAVE HARBOUR, Newfoundland & Labrador A0G 3J0
Canada
http://www.musgraveharbour.com/bantinghti.html
(709) 655-2589

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Baie Verte Peninsula Miner's Museum,http://manl.nf.ca/index.php/component/mtree/baie-verte-miners-museum.html?Itemi,"Baie Verte Peninsula Miner's Museum
319 HIGHWAY 410
BAIE VERTE, Newfoundland & Labrador A1K 1B0
Canada
http://manl.nf.ca/index.php/component/mtree/baie-verte-miners-museum.html?Itemi
(709) 532-8090

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More"
Ball's Falls Heritage Conservation Area,https://npca.ca/parks/balls-falls,"Ball's Falls Heritage Conservation Area
3292 6TH AVENUE
LINCOLN, Ontario L0R 1S0
Canada
https://npca.ca/parks/balls-falls
(905) 562-5235 

Notes/Details
Category :

Read More"
Balmoral Grist Mill Museum,https://balmoralgristmill.novascotia.ca/,"Balmoral Grist Mill Museum
544 PETER MACDONALD ROAD
TATAMAGOUCHE, Nova Scotia B0K 1V0
Canada
https://balmoralgristmill.novascotia.ca/
(902) 657-3016

Notes/Details
Category : Cultural history: Transportation/Industry

Read More"
Bamberton Historical Society,https://bambertonhistoricalsociety.org/,"Bamberton Historical Society
2851 CHURCH WAY
MILL BAY, British Columbia V0R 2P2
Canada
https://bambertonhistoricalsociety.org/
(250) 743-0144

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More"
Bamfield Community School Association,https://bamfieldcommunity.ca/,"Bamfield Community School Association
240 NUTHATCH ROAD
BAMFIELD, British Columbia V0R 1B0
Canada
https://bamfieldcommunity.ca/
(250) 728-1220

Notes/Details
Category : Library and/or Archive

Read More"
Bancroft North Hastings Heritage Museum,https://www.facebook.com/bnhhmuseum/,"Bancroft North Hastings Heritage Museum
28 C STATION STREET
BANCROFT, Ontario K0L 1C0
Canada
https://www.facebook.com/bnhhmuseum/
(613) 332-1884

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Banff Park Museum National Historic Site of Canada,https://www.pc.gc.ca/en/lhn-nhs/ab/banff,"Banff Park Museum National Historic Site of Canada
91 BANFF AVENUE
BANFF, British Columbia T1L 1K2
Canada
https://www.pc.gc.ca/en/lhn-nhs/ab/banff
(403) 762-1558

Notes/Details
Category :

Read More"
Bank of Canada Museum,https://www.bankofcanadamuseum.ca/,"Bank of Canada Museum
30 BANK STREET
OTTAWA, Ontario K1A 0G9
Canada
https://www.bankofcanadamuseum.ca/
(613) 782-8914

Notes/Details
Category : Cultural history: Transportation/Industry

Read More"
Bank of Montreal Museum,https://www.musees.qc.ca/fr/musees/guide/musee-de-la-banque-de-montreal,"Bank of Montreal Museum
129 ST. JACQUES STREET
MONTRÉAL, Quebec H2Y 1L6
Canada
https://www.musees.qc.ca/fr/musees/guide/musee-de-la-banque-de-montreal
(514) 877-6810

Notes/Details
Category : Cultural history

Read More"
Banting Historical Trust Inc.,http://www.musgraveharbour.com/bantinghti.html,"Banting Historical Trust Inc.
ROUTE 330
MUSGRAVE HARBOUR, Newfoundland & Labrador A0G 3J0
Canada
http://www.musgraveharbour.com/bantinghti.html
(709) 655-2589

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Banting House National Historic Site,https://bantinghousenhsc.wordpress.com/," 

Banting House National Historic Site
442 ADELAIDE STREET NORTH
LONDON, Ontario N6B 3H8
Canada
https://bantinghousenhsc.wordpress.com/
(519) 673-1752

Notes/Details
Category : Cultural history Cultural history: Historic House

Read More
Banting Interpretation Centre
ROUTE 330
MUSGRAVE HARBOUR, Newfoundland & Labrador A0G 3J0
Canada
https://www.newfoundlandlabrador.com/plan-and-book/attractions/210222
(709) 655-2119

Notes/Details
Category : Cultural history: Community/Regional

Read More
Baptist Heritage Center
333 GORGE ROAD, EXIT 419, TRANS CANADA HIGHWAY
MONCTON, New Brunswick E1C 9L7
Canada
http://new-brunswick.net/new-brunswick/moncton/page2.html
(506) 858-8970

Notes/Details
Category : Cultural history: Community/Regional

Read More
Barbour Living Heritage Village
SCHOOL CRESCENT
NEWTOWN, Newfoundland & Labrador A0G 3L0
Canada
http://www.barbour-site.com/
(709) 536-3220

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House Cultural history: Maritime

Read More
Barbour's General Store
10 MARKET SQUARE
SAINT JOHN, New Brunswick E2L 1E8
Canada
https://mynewbrunswick.ca/barbours-general-store/
(506) 658-2990

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More
Barkerville Historic Town
14301 HIGHWAY 26 EAST
BARKERVILLE, British Columbia V0K 1B0
Canada
http://www.barkerville.ca/
(250) 994-3332 x0

Notes/Details
Category : Cultural history: Community/Regional

Read More
Barrhead Centennial Museum
5629 49 STREET
BARRHEAD, Alberta T7N 1A1
Canada
https://barrheadcentennial.wixsite.com/museum
(780) 674-5203

Notes/Details
Category : Cultural history: Community/Regional

Read More
Barrington Woolen Mill Museum
2368 HIGHWAY 3
BARRINGTON, Nova Scotia B0W 1E0
Canada
https://woolenmill.novascotia.ca/
(902) 637-2185

Notes/Details
Category : Cultural history: Transportation/Industry

Read More
Base Borden Military Museum
27 Ram Street
BORDEN, Ontario L0M 1C0
Canada
https://www.cafconnection.ca/Borden/Facilities/Museum.aspx
(705) 423-3531

Notes/Details
Category : Cultural history: Military

Read More
Basilian Fathers Museum
5335 SAWCHUK STREET
MUNDARE, Alberta T0B 3H0
Canada
https://www.basilianmuseum.ca/
(780) 764-3887

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Banting House National Historic Site,https://bantinghousenhsc.wordpress.com/,"Banting House National Historic Site
442 ADELAIDE STREET NORTH
LONDON, Ontario N6B 3H8
Canada
https://bantinghousenhsc.wordpress.com/
(519) 673-1752

Notes/Details
Category : Cultural history Cultural history: Historic House

Read More"
Banting Interpretation Centre,https://www.newfoundlandlabrador.com/plan-and-book/attractions/210222,"Banting Interpretation Centre
ROUTE 330
MUSGRAVE HARBOUR, Newfoundland & Labrador A0G 3J0
Canada
https://www.newfoundlandlabrador.com/plan-and-book/attractions/210222
(709) 655-2119

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Baptist Heritage Center,http://new-brunswick.net/new-brunswick/moncton/page2.html,"Baptist Heritage Center
333 GORGE ROAD, EXIT 419, TRANS CANADA HIGHWAY
MONCTON, New Brunswick E1C 9L7
Canada
http://new-brunswick.net/new-brunswick/moncton/page2.html
(506) 858-8970

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Barbour Living Heritage Village,http://www.barbour-site.com/,"Barbour Living Heritage Village
SCHOOL CRESCENT
NEWTOWN, Newfoundland & Labrador A0G 3L0
Canada
http://www.barbour-site.com/
(709) 536-3220

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House Cultural history: Maritime

Read More"
Barbour's General Store,https://mynewbrunswick.ca/barbours-general-store/,"Barbour's General Store
10 MARKET SQUARE
SAINT JOHN, New Brunswick E2L 1E8
Canada
https://mynewbrunswick.ca/barbours-general-store/
(506) 658-2990

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More"
Barkerville Historic Town,http://www.barkerville.ca/,"Barkerville Historic Town
14301 HIGHWAY 26 EAST
BARKERVILLE, British Columbia V0K 1B0
Canada
http://www.barkerville.ca/
(250) 994-3332 x0

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Barrhead Centennial Museum,https://barrheadcentennial.wixsite.com/museum,"Barrhead Centennial Museum
5629 49 STREET
BARRHEAD, Alberta T7N 1A1
Canada
https://barrheadcentennial.wixsite.com/museum
(780) 674-5203

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Barrington Woolen Mill Museum,https://woolenmill.novascotia.ca/,"Barrington Woolen Mill Museum
2368 HIGHWAY 3
BARRINGTON, Nova Scotia B0W 1E0
Canada
https://woolenmill.novascotia.ca/
(902) 637-2185

Notes/Details
Category : Cultural history: Transportation/Industry

Read More"
Base Borden Military Museum,https://www.cafconnection.ca/Borden/Facilities/Museum.aspx,"Base Borden Military Museum
27 Ram Street
BORDEN, Ontario L0M 1C0
Canada
https://www.cafconnection.ca/Borden/Facilities/Museum.aspx
(705) 423-3531

Notes/Details
Category : Cultural history: Military

Read More"
Basilian Fathers Museum,https://www.basilianmuseum.ca/,"Basilian Fathers Museum
5335 SAWCHUK STREET
MUNDARE, Alberta T0B 3H0
Canada
https://www.basilianmuseum.ca/
(780) 764-3887

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Basilica Museum,https://rcsj.org/archives-research/basilica-museum," 

Basilica Museum
200 MILITARY ROAD
ST. JOHN'S, Newfoundland & Labrador A1C 5M3
Canada
https://rcsj.org/archives-research/basilica-museum
(709) 754-2170

Notes/Details
Category : Cultural history Library and/or Archive

Read More
Basin Head Fisheries Museum
336 BASIN HEAD ROAD
SOURIS, Prince Edward Island C0A 2B0
Canada
https://www.peimuseum.ca/visit/basin-head-fisheries-museum
(902) 357-7233

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Maritime

Read More
Bata Shoe Museum
327 BLOOR STREET WEST
TORONTO, Ontario M5S 1W7
Canada
https://batashoemuseum.ca/
(416) 979-7799

Notes/Details
Category : Cultural history: Decorative arts

Read More
Batoche National Historic Site
HIGHWAY 225
BATOCHE, Saskatchewan S0K 4P0
Canada
https://www.pc.gc.ca/en/lhn-nhs/sk/batoche
(306) 423-6227

Notes/Details
Category :

Read More
Battle Harbour National Historic Site
BATTLE HARBOUR
BATTLE ISLAND, Newfoundland & Labrador A0K 3P0
Canada
https://battleharbour.com/
(709) 921-6325

Notes/Details
Category :

Read More
Battlefield House Museum and Park
77 KING STREET WEST
STONEY CREEK, Ontario L8G 1H9
Canada
https://www.hamilton.ca/attractions/hamilton-civic-museums/battlefield-house-museum-park-national-historic-site
(905) 662-8458

Notes/Details
Category : Cultural history: Military

Read More
Bay Chaleur Military Museum
351 A PERRON BOULEVARD WEST
NEW RICHMOND, Quebec G0C 2B0
Canada
http://www.chaleurmilitarymuseum.com/
(418) 392-5087

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Military

Read More
BC Farm Museum
9131 KING STREET
FORT LANGLEY, British Columbia V1M 2R6
Canada
http://bcfma.com/
(604) 888-2273

Notes/Details
Category : Cultural history: Transportation/Industry

Read More
BC Forest Discovery Centre
2892 DRINKWATER ROAD
DUNCAN, British Columbia V9L 6C2
Canada
http://bcforestdiscoverycentre.com/
(250) 715-1113

Notes/Details
Category :

Read More
BC Golf House Society
2545 BLANCA STREET
VANCOUVER, British Columbia V6R 4N1
Canada
http://www.bcgolfhouse.com/
(604) 222-4653

Notes/Details
Category : Cultural history: Sports Museum/Hall of Fame Library and/or Archive

Read More"
Basilica Museum,https://rcsj.org/archives-research/basilica-museum,"Basilica Museum
200 MILITARY ROAD
ST. JOHN'S, Newfoundland & Labrador A1C 5M3
Canada
https://rcsj.org/archives-research/basilica-museum
(709) 754-2170

Notes/Details
Category : Cultural history Library and/or Archive

Read More"
Basin Head Fisheries Museum,https://www.peimuseum.ca/visit/basin-head-fisheries-museum,"Basin Head Fisheries Museum
336 BASIN HEAD ROAD
SOURIS, Prince Edward Island C0A 2B0
Canada
https://www.peimuseum.ca/visit/basin-head-fisheries-museum
(902) 357-7233

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Maritime

Read More"
Bata Shoe Museum,https://batashoemuseum.ca/,"Bata Shoe Museum
327 BLOOR STREET WEST
TORONTO, Ontario M5S 1W7
Canada
https://batashoemuseum.ca/
(416) 979-7799

Notes/Details
Category : Cultural history: Decorative arts

Read More"
Batoche National Historic Site,https://www.pc.gc.ca/en/lhn-nhs/sk/batoche,"Batoche National Historic Site
HIGHWAY 225
BATOCHE, Saskatchewan S0K 4P0
Canada
https://www.pc.gc.ca/en/lhn-nhs/sk/batoche
(306) 423-6227

Notes/Details
Category :

Read More"
Battle Harbour National Historic Site,https://battleharbour.com/,"Battle Harbour National Historic Site
BATTLE HARBOUR
BATTLE ISLAND, Newfoundland & Labrador A0K 3P0
Canada
https://battleharbour.com/
(709) 921-6325

Notes/Details
Category :

Read More"
Battlefield House Museum and Park,https://www.hamilton.ca/attractions/hamilton-civic-museums/battlefield-house-museum-park-national-historic-site,"Battlefield House Museum and Park
77 KING STREET WEST
STONEY CREEK, Ontario L8G 1H9
Canada
https://www.hamilton.ca/attractions/hamilton-civic-museums/battlefield-house-museum-park-national-historic-site
(905) 662-8458

Notes/Details
Category : Cultural history: Military

Read More"
Bay Chaleur Military Museum,http://www.chaleurmilitarymuseum.com/,"Bay Chaleur Military Museum
351 A PERRON BOULEVARD WEST
NEW RICHMOND, Quebec G0C 2B0
Canada
http://www.chaleurmilitarymuseum.com/
(418) 392-5087

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Military

Read More"
BC Farm Museum,http://bcfma.com/,"BC Farm Museum
9131 KING STREET
FORT LANGLEY, British Columbia V1M 2R6
Canada
http://bcfma.com/
(604) 888-2273

Notes/Details
Category : Cultural history: Transportation/Industry

Read More"
BC Forest Discovery Centre,http://bcforestdiscoverycentre.com/,"BC Forest Discovery Centre
2892 DRINKWATER ROAD
DUNCAN, British Columbia V9L 6C2
Canada
http://bcforestdiscoverycentre.com/
(250) 715-1113

Notes/Details
Category :

Read More"
BC Golf House Society,http://www.bcgolfhouse.com/,"BC Golf House Society
2545 BLANCA STREET
VANCOUVER, British Columbia V6R 4N1
Canada
http://www.bcgolfhouse.com/
(604) 222-4653

Notes/Details
Category : Cultural history: Sports Museum/Hall of Fame Library and/or Archive

Read More"
BC Medical Museum (held temporarily at the Golden BC Museum),https://goldenbcmuseums.com/bc-medical-museum/," 

BC Medical Museum (held temporarily at the Golden BC Museum)
1302 11TH AVENUE SOUTH
GOLDEN, British Columbia V6J 5J4
Canada
https://goldenbcmuseums.com/bc-medical-museum/
(250) 344-5169

Notes/Details
Category : Cultural history

Read More
BC Parks Strathcona Regional District
990 CEDAR STREET
CAMPBELL RIVER, British Columbia V9W 7Z8
Canada
https://srd.ca/parks-and-recreation/parks/
(250) 830-6700

Notes/Details
Category : Museums of Nature and Natural History: Garden or Park

Read More
BC Regiment (Duke of Connaught's Own) Museum
620 BEATTY STREET
VANCOUVER, British Columbia V6B 2L9
Canada
https://www.bcregiment.com/new/regimental-family/museum/
(604) 666-6368

Notes/Details
Category : Cultural history: Military

Read More
BC Sports Hall of Fame & Museum
777 PACIFIC BOULEVARD, GATE A
VANCOUVER, British Columbia V6B 4Y8
Canada
https://bcsportshall.com/admissions/
(604) 687-5520

Notes/Details
Category : Cultural history: Sports Museum/Hall of Fame

Read More
BC Wildlife Park
9077 DALLAS DRIVE
KAMLOOPS, British Columbia V2C 6V1
Canada
https://www.bcwildlife.org/
(250) 573-3242

Notes/Details
Category : Museums of Nature and Natural History: Zoo or Aquarium

Read More
Beachville District Museum
584371 BEACHVILLE ROAD
BEACHVILLE, Ontario N0J 1A0
Canada
https://beachvilledistrictmuseum.com/
(519) 423-6497

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More
Beaconsfield Historic House
2 KENT STREET
CHARLOTTETOWN, Prince Edward Island C1A 1M6
Canada
https://www.peimuseum.ca/visit/beaconsfield-historic-house
(902) 368-6603

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More
Beaton Institute/Cape Breton University
1250 GRAND LAKE ROAD
SYDNEY, Nova Scotia B1P 6L2
Canada
https://www.cbu.ca/community/beaton-institute/
(902) 563-1329

Notes/Details
Category : Library and/or Archive

Read More
Beaty Biodiversity Museum
2212 MAIN MALL
VANCOUVER, British Columbia V6T 1Z4
Canada
https://beatymuseum.ubc.ca/
(604) 827-4955

Notes/Details
Category :

Read More
Beau Village Museum, Le
MAIN STREET
ST. VICTOR, Saskatchewan S0H 3T0
Canada
https://saskmuseums.org/museums/detail/le-beau-village-museum
(306) 642-3215

Notes/Details
Category : Art gallery Cultural history: Community/Regional

Read More"
BC Medical Museum (held temporarily at the Golden BC Museum),https://goldenbcmuseums.com/bc-medical-museum/,"BC Medical Museum (held temporarily at the Golden BC Museum)
1302 11TH AVENUE SOUTH
GOLDEN, British Columbia V6J 5J4
Canada
https://goldenbcmuseums.com/bc-medical-museum/
(250) 344-5169

Notes/Details
Category : Cultural history

Read More"
BC Parks Strathcona Regional District,https://srd.ca/parks-and-recreation/parks/,"BC Parks Strathcona Regional District
990 CEDAR STREET
CAMPBELL RIVER, British Columbia V9W 7Z8
Canada
https://srd.ca/parks-and-recreation/parks/
(250) 830-6700

Notes/Details
Category : Museums of Nature and Natural History: Garden or Park

Read More"
BC Regiment (Duke of Connaught's Own) Museum,https://www.bcregiment.com/new/regimental-family/museum/,"BC Regiment (Duke of Connaught's Own) Museum
620 BEATTY STREET
VANCOUVER, British Columbia V6B 2L9
Canada
https://www.bcregiment.com/new/regimental-family/museum/
(604) 666-6368

Notes/Details
Category : Cultural history: Military

Read More"
BC Sports Hall of Fame & Museum,https://bcsportshall.com/admissions/,"BC Sports Hall of Fame & Museum
777 PACIFIC BOULEVARD, GATE A
VANCOUVER, British Columbia V6B 4Y8
Canada
https://bcsportshall.com/admissions/
(604) 687-5520

Notes/Details
Category : Cultural history: Sports Museum/Hall of Fame

Read More"
BC Wildlife Park,https://www.bcwildlife.org/,"BC Wildlife Park
9077 DALLAS DRIVE
KAMLOOPS, British Columbia V2C 6V1
Canada
https://www.bcwildlife.org/
(250) 573-3242

Notes/Details
Category : Museums of Nature and Natural History: Zoo or Aquarium

Read More"
Beachville District Museum,https://beachvilledistrictmuseum.com/,"Beachville District Museum
584371 BEACHVILLE ROAD
BEACHVILLE, Ontario N0J 1A0
Canada
https://beachvilledistrictmuseum.com/
(519) 423-6497

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More"
Beaconsfield Historic House,https://www.peimuseum.ca/visit/beaconsfield-historic-house,"Beaconsfield Historic House
2 KENT STREET
CHARLOTTETOWN, Prince Edward Island C1A 1M6
Canada
https://www.peimuseum.ca/visit/beaconsfield-historic-house
(902) 368-6603

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More"
Beaton Institute/Cape Breton University,https://www.cbu.ca/community/beaton-institute/,"Beaton Institute/Cape Breton University
1250 GRAND LAKE ROAD
SYDNEY, Nova Scotia B1P 6L2
Canada
https://www.cbu.ca/community/beaton-institute/
(902) 563-1329

Notes/Details
Category : Library and/or Archive

Read More"
Beaty Biodiversity Museum,https://beatymuseum.ubc.ca/,"Beaty Biodiversity Museum
2212 MAIN MALL
VANCOUVER, British Columbia V6T 1Z4
Canada
https://beatymuseum.ubc.ca/
(604) 827-4955

Notes/Details
Category :

Read More"
"Beau Village Museum, Le",https://saskmuseums.org/museums/detail/le-beau-village-museum,"Beau Village Museum, Le
MAIN STREET
ST. VICTOR, Saskatchewan S0H 3T0
Canada
https://saskmuseums.org/museums/detail/le-beau-village-museum
(306) 642-3215

Notes/Details
Category : Art gallery Cultural history: Community/Regional

Read More"
Beaubears Island Interpretive Centre & Museum,https://www.beaubearsisland.com/," 

Beaubears Island Interpretive Centre & Museum
35 ST PATRICK'S DRIVE
MIRAMICHI, New Brunswick E1N 4P6
Canada
https://www.beaubearsisland.com/
(506) 622-8526

Notes/Details
Category : Cultural history: Community/Regional

Read More
Beaumont Mill Museum
2, RUE DU MOULIN
BEAUMONT, Quebec G0R 1C0
Canada
http://www.moulindebeaumont.ca/musee-du-moulin/
(418) 833-1867

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More
Beautiful Plains Museum Inc.
91 HAMILTON STREET WEST
NEEPAWA, Manitoba R0J 1H0
Canada
https://www.neepawa.ca/services/beautiful-plains-museum/
(204) 476-3896

Notes/Details
Category : Cultural history: Community/Regional

Read More
Beaver Creek Conservation Area
402 3RD AVENUE SOUTH
SASKATOON, Saskatchewan S7K 3G5
Canada
https://meewasin.com/2019/04/11/beaver-creek-conservation-area-and-interpretive-centre/
(306) 374-2474

Notes/Details
Category : Museums of Nature and Natural History: Garden or Park

Read More
Beaver River Museum (Beaverton Thorah Eldon Historical Society)
284 SIMCOE STREET
BEAVERTON, Ontario L0K 1A0
Canada
https://btehs.com/museum/
(705) 426-9641

Notes/Details
Category : Cultural history: Community/Regional

Read More
Beaverbrook Art Gallery
703 QUEEN STREET
FREDERICTON, New Brunswick E3B 5A6
Canada
http://beaverbrookartgallery.org/en
(506) 458-2028

Notes/Details
Category : Art gallery

Read More
Beckoning Hills Museum
425 MILL ROAD
BOISSEVAIN, Manitoba R0K 0E0
Canada
https://boissevain.ca/visitors/museums/
(204) 534-6544

Notes/Details
Category : Cultural history: Community/Regional

Read More
﻿Bedeq​ue Area Historical Society (Bedeque Area Historical Museum)
950 CALLBECK STREET
BEDEQUE, Prince Edward Island C0B 1G0
Canada
http://www.bedequemuseum.ca/
(902) 887-3009

Notes/Details
Category : Cultural history: Community/Regional

Read More
Belfast Historical Society | Selkirk Scottish Heritage Centre
LORD SELKIRK CAMPGROUND, 112 SELKIRK PARK ROAD
BELFAST, Prince Edward Island C0A 1A0
Canada
https://welcomepei.com/listing/belfast-historical-societyselkirk-heritage-and-cultural-centre/
(902) 659-2209

Notes/Details
Category : Cultural history: Community/Regional

Read More
Bell Homestead National Historic Site
94 TUTELA HEIGHTS ROAD
BRANTFORD, Ontario N3T 1A1
Canada
https://www.brantford.ca/en/things-to-do/bell-homestead.aspx
(519) 756-6220

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Beaubears Island Interpretive Centre & Museum,https://www.beaubearsisland.com/,"Beaubears Island Interpretive Centre & Museum
35 ST PATRICK'S DRIVE
MIRAMICHI, New Brunswick E1N 4P6
Canada
https://www.beaubearsisland.com/
(506) 622-8526

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Beaumont Mill Museum,http://www.moulindebeaumont.ca/musee-du-moulin/,"Beaumont Mill Museum
2, RUE DU MOULIN
BEAUMONT, Quebec G0R 1C0
Canada
http://www.moulindebeaumont.ca/musee-du-moulin/
(418) 833-1867

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More"
Beautiful Plains Museum Inc.,https://www.neepawa.ca/services/beautiful-plains-museum/,"Beautiful Plains Museum Inc.
91 HAMILTON STREET WEST
NEEPAWA, Manitoba R0J 1H0
Canada
https://www.neepawa.ca/services/beautiful-plains-museum/
(204) 476-3896

Notes/Details
Category : Cultural history: Community/Regional

Read More"
